Player,Year,Position,Team,Games Played,Fantasy Points,Fantasy PPG,Targets,Receptions,Carries,TDs,Air Yards,YAC,Routes Run,Red Zone Touches,Goal Line Touches
Frank Gore (FA),2018,RB,,14.0,102.6,7.3,16.0,12.0,156.0,1.0,,,,16.0,
Evan Engram (DEN),2021,TE,NYG,15.0,102.5,6.8,73.0,46.0,nan,3.0,,,,6.0,
Kenyan Drake (FA),2021,RB,,12.0,102.5,8.5,40.0,30.0,63.0,3.0,,,,18.0,
C.J. Anderson (FA),2016,RB,,7.0,102.5,14.6,24.0,16.0,110.0,5.0,,,,25.0,
Kenneth Dixon (FA),2016,RB,,12.0,102.4,8.5,41.0,30.0,88.0,3.0,,,,10.0,
Roschon Johnson (CHI),2023,RB,,15.0,102.1,6.8,40.0,34.0,81.0,2.0,,,,15.0,
Jeremy Maclin (FA),2017,WR,BAL,12.0,102.0,8.5,72.0,40.0,0.0,3.0,,,,4.0,
Cam Akers (NO),2020,RB,,12.0,101.8,8.5,14.0,11.0,145.0,3.0,,,,42.0,
Austin Seferian-Jenkins (FA),2017,TE,NYJ,13.0,101.7,7.8,74.0,50.0,nan,3.0,,,,11.0,
Noah Brown (WAS),2023,WR,HOU,10.0,101.6,10.2,55.0,33.0,-1.0,2.0,,,,9.0,
Zack Moss (FA),2020,RB,,13.0,101.6,7.8,18.0,14.0,112.0,5.0,,,,32.0,
Auden Tate (FA),2019,WR,CIN,13.0,101.5,7.8,80.0,40.0,0.0,1.0,,,,14.0,
Kareem Hunt (KC),2019,RB,,9.0,101.4,11.3,44.0,37.0,43.0,3.0,,,,7.0,
Royce Freeman (FA),2018,RB,,14.0,101.3,7.2,20.0,14.0,130.0,5.0,,,,18.0,
Christian Watson (GB),2023,WR,GB,9.0,101.3,11.3,53.0,28.0,11.0,5.0,,,,14.0,
O.J. Howard (FA),2017,TE,TB,14.0,101.2,7.2,39.0,26.0,nan,6.0,,,,6.0,
Jamaal Charles (FA),2015,RB,,5.0,101.1,20.2,30.0,21.0,71.0,5.0,,,,14.0,
Isaiah Likely (BAL),2023,TE,BAL,17.0,101.1,5.9,40.0,30.0,nan,5.0,,,,9.0,
Rex Burkhead (FA),2019,RB,,13.0,101.1,7.8,38.0,27.0,65.0,3.0,,,,15.0,
Ty Chandler (MIN),2023,RB,,16.0,101.0,6.3,25.0,21.0,102.0,3.0,,,,14.0,
Demarcus Robinson (SF),2019,WR,KC,16.0,100.9,6.3,55.0,32.0,0.0,4.0,,,,7.0,
Phillip Dorsett II (LV),2019,WR,,14.0,100.8,7.2,54.0,29.0,21.0,5.0,,,,,
Jimmy Graham (FA),2019,TE,GB,16.0,100.7,6.3,60.0,38.0,nan,3.0,,,,10.0,
Frank Gore (FA),2020,RB,,15.0,100.2,6.7,19.0,16.0,187.0,2.0,,,,28.0,
DeAngelo Williams (FA),2016,RB,,9.0,100.1,11.1,27.0,18.0,98.0,6.0,,,,20.0,
Kendrick Bourne (NE),2023,WR,NE,8.0,100.0,12.5,55.0,37.0,4.0,4.0,,,,6.0,
Raheem Mostert (LV),2020,RB,,8.0,99.7,12.5,19.0,16.0,104.0,3.0,,,,11.0,
Joe Mixon (HOU),2020,RB,,6.0,99.6,16.6,26.0,21.0,119.0,4.0,,,,21.0,
Allen Hurns (FA),2017,WR,JAX,10.0,99.4,9.9,56.0,39.0,0.0,2.0,,,,8.0,
Boston Scott (FA),2021,RB,,11.0,98.6,9.0,16.0,13.0,87.0,7.0,,,,21.0,
Irv Smith Jr. (HOU),2020,TE,,13.0,98.5,7.6,43.0,30.0,nan,5.0,,,,,
Carlos Hyde (FA),2018,RB,,14.0,98.4,7.0,16.0,10.0,172.0,5.0,,,,24.0,
Tyler Eifert (FA),2016,TE,CIN,8.0,98.4,12.3,47.0,29.0,nan,5.0,,,,11.0,
Clyde Edwards-Helaire (NO),2022,RB,,10.0,98.3,9.8,23.0,17.0,71.0,6.0,,,,17.0,
Mike Gesicki (CIN),2022,TE,MIA,17.0,98.2,5.8,52.0,32.0,nan,5.0,,,,15.0,
Jesse James (FA),2017,TE,PIT,16.0,98.2,6.1,63.0,43.0,nan,3.0,,,,12.0,
Ryan Griffin (FA),2019,TE,NYJ,13.0,98.0,7.5,41.0,34.0,nan,5.0,,,,3.0,
Julius Thomas (FA),2017,TE,MIA,14.0,97.8,7.0,62.0,41.0,nan,3.0,,,,11.0,
Ito Smith (FA),2018,RB,,14.0,97.7,7.0,32.0,27.0,90.0,4.0,,,,25.0,
Kyle Juszczyk (SF),2015,RB,,16.0,97.4,6.1,56.0,41.0,2.0,4.0,,,,11.0,
Kalif Raymond (DET),2023,WR,DET,17.0,97.4,5.7,44.0,35.0,75.0,1.0,,,,5.0,
Kenneth Gainwell (PIT),2023,RB,,16.0,97.4,6.1,37.0,30.0,84.0,2.0,,,,25.0,
Austin Hooper (NE),2022,TE,TEN,17.0,97.4,5.7,60.0,41.0,nan,2.0,,,,7.0,
Alfred Blue (FA),2018,RB,,16.0,97.3,6.1,27.0,20.0,150.0,2.0,,,,21.0,
Chig Okonkwo (TEN),2022,TE,TEN,17.0,97.2,5.7,46.0,32.0,nan,3.0,,,,7.0,
Jaleel McLaughlin (DEN),2024,RB,,16.0,97.2,6.1,27.0,24.0,113.0,3.0,,,,19.0,
Boston Scott (FA),2019,RB,,11.0,96.9,8.8,26.0,24.0,61.0,5.0,,,,14.0,
Dan Arnold (FA),2020,TE,ARI,16.0,96.8,6.1,45.0,31.0,nan,4.0,,,,6.0,
Alfred Morris (FA),2015,RB,,16.0,96.6,6.0,13.0,10.0,202.0,1.0,,,,29.0,
Devin Singletary (NYG),2024,RB,,16.0,96.6,6.0,24.0,21.0,113.0,4.0,,,,11.0,
Trent Taylor (SF),2017,WR,SF,15.0,96.0,6.4,60.0,43.0,0.0,2.0,,,,17.0,
Giovani Bernard (FA),2018,RB,,12.0,95.9,8.0,48.0,35.0,56.0,3.0,,,,12.0,
Boston Scott (FA),2020,RB,,16.0,95.6,6.0,36.0,25.0,80.0,2.0,,,,18.0,
Brian Hill (FA),2020,RB,,16.0,95.4,6.0,30.0,25.0,100.0,1.0,,,,9.0,
Frank Gore (FA),2019,RB,,16.0,94.9,5.9,16.0,13.0,166.0,2.0,,,,26.0,
David Njoku (CLE),2017,TE,CLE,16.0,94.7,5.9,60.0,32.0,nan,4.0,,,,9.0,
Kenny Golladay (FA),2017,WR,DET,11.0,94.6,8.6,48.0,28.0,9.0,3.0,,,,6.0,
Chris Ivory (FA),2016,RB,,11.0,94.5,8.6,28.0,20.0,117.0,3.0,,,,14.0,
Isaac Guerendo (SF),2024,RB,,16.0,94.2,5.9,16.0,15.0,84.0,4.0,,,,14.0,
Charcandrick West (FA),2016,RB,,15.0,94.1,6.3,34.0,28.0,88.0,3.0,,,,22.0,
Travaris Cadet (FA),2016,RB,,15.0,94.0,6.3,54.0,40.0,4.0,4.0,,,,11.0,
Kalen Ballage (FA),2020,RB,,11.0,93.9,8.5,37.0,29.0,91.0,3.0,,,,28.0,
D'Onta Foreman (FA),2021,RB,,9.0,93.9,10.4,11.0,9.0,133.0,3.0,,,,24.0,
Jacob Hollister (FA),2019,TE,SEA,11.0,93.9,8.5,59.0,41.0,nan,3.0,,,,13.0,
Chris Thompson (FA),2019,RB,,11.0,93.6,8.5,58.0,42.0,37.0,0.0,,,,13.0,
Javorius Allen (FA),2018,RB,,14.0,93.6,6.7,43.0,35.0,41.0,5.0,,,,18.0,
Jaylen Warren (PIT),2022,RB,,16.0,93.3,5.8,33.0,28.0,77.0,1.0,,,,18.0,
Cam Akers (NO),2024,RB,,16.0,93.2,5.8,18.0,14.0,104.0,5.0,,,,17.0,
Zach Zenner (FA),2016,RB,,14.0,93.0,6.6,23.0,18.0,88.0,4.0,,,,16.0,
Gerald Everett (FA),2020,TE,LA,16.0,92.9,5.8,62.0,41.0,nan,1.0,,,,6.0,
Cameron Brate (FA),2018,TE,TB,16.0,92.9,5.8,49.0,30.0,nan,6.0,,,,12.0,
Gus Edwards (FA),2019,RB,,16.0,92.6,5.8,7.0,7.0,133.0,2.0,,,,25.0,
Chris Thompson (FA),2015,RB,,13.0,92.6,7.1,48.0,35.0,35.0,2.0,,,,14.0,
Austin Hooper (NE),2021,TE,CLE,15.0,92.5,6.2,61.0,38.0,nan,3.0,,,,13.0,
Ty Johnson (BUF),2024,RB,,17.0,91.7,5.4,25.0,18.0,41.0,4.0,,,,10.0,
Dexter McCluster (FA),2015,RB,,11.0,91.7,8.3,41.0,31.0,55.0,2.0,,,,5.0,
Chris Thompson (FA),2018,RB,,10.0,91.6,9.2,55.0,41.0,43.0,1.0,,,,8.0,
Rico Dowdle (CAR),2023,RB,,16.0,91.5,5.7,22.0,17.0,89.0,4.0,,,,23.0,
Damien Harris (FA),2020,RB,,10.0,91.3,9.1,7.0,5.0,137.0,2.0,,,,3.0,
D'Onta Foreman (FA),2023,RB,,9.0,91.2,10.1,16.0,11.0,109.0,5.0,,,,19.0,
Cameron Brate (FA),2019,TE,TB,16.0,91.1,5.7,55.0,36.0,nan,4.0,,,,7.0,
Damien Harris (FA),2022,RB,,11.0,90.9,8.3,23.0,17.0,106.0,3.0,,,,20.0,
Jacquizz Rodgers (FA),2016,RB,,10.0,90.8,9.1,16.0,13.0,129.0,2.0,,,,17.0,
Dallas Goedert (PHI),2018,TE,PHI,16.0,90.4,5.7,44.0,33.0,nan,4.0,,,,8.0,
Christian McCaffrey (SF),2020,RB,,3.0,90.4,30.1,19.0,17.0,59.0,6.0,,,,15.0,
Jordan Akins (FA),2019,TE,HOU,16.0,89.8,5.6,55.0,36.0,nan,2.0,,,,6.0,
Gus Edwards (FA),2018,RB,,11.0,89.8,8.2,2.0,2.0,137.0,2.0,,,,19.0,
Eno Benjamin (FA),2022,RB,,13.0,89.6,6.9,34.0,25.0,77.0,2.0,,,,20.0,
Ameer Abdullah (SF),2021,RB,,17.0,89.5,5.3,53.0,38.0,51.0,1.0,,,,14.0,
Jaylen Samuels (FA),2018,RB,,14.0,89.5,6.4,29.0,26.0,56.0,3.0,,,,13.0,
Tony Pollard (TEN),2019,RB,,15.0,89.2,5.9,20.0,15.0,86.0,3.0,,,,9.0,
James Robinson (FA),2022,RB,,11.0,88.6,8.1,14.0,11.0,110.0,5.0,,,,22.0,
Alexander Mattison (MIA),2022,RB,,17.0,88.4,5.2,18.0,15.0,74.0,6.0,,,,19.0,
Kenneth Gainwell (PIT),2022,RB,,17.0,87.9,5.2,29.0,23.0,53.0,4.0,,,,32.0,
Devontae Booker (FA),2018,RB,,16.0,87.8,5.5,51.0,38.0,34.0,1.0,,,,12.0,
Marcedes Lewis (FA),2017,TE,JAX,16.0,87.8,5.5,48.0,24.0,nan,5.0,,,,12.0,
Chuba Hubbard (CAR),2022,RB,,14.0,87.7,6.3,17.0,14.0,95.0,2.0,,,,17.0,
Miles Sanders (DAL),2023,RB,,16.0,87.6,5.5,41.0,27.0,129.0,1.0,,,,14.0,
Benjamin Watson (FA),2018,TE,NO,16.0,87.0,5.4,46.0,35.0,nan,2.0,,,,9.0,
Alexander Mattison (MIA),2020,RB,,13.0,86.9,6.7,15.0,13.0,96.0,3.0,,,,24.0,
Gerald Everett (FA),2018,TE,LA,16.0,86.6,5.4,50.0,33.0,nan,3.0,,,,13.0,
LeGarrette Blount (FA),2018,RB,,16.0,86.5,5.4,15.0,10.0,154.0,5.0,,,,27.0,
Tim Hightower (FA),2015,RB,,8.0,86.4,10.8,13.0,12.0,96.0,4.0,,,,22.0,
Justin Jackson (FA),2021,RB,,14.0,86.2,6.2,25.0,22.0,68.0,2.0,,,,26.0,
Elijah McGuire (FA),2018,RB,,8.0,85.9,10.7,31.0,19.0,92.0,4.0,,,,17.0,
Devontae Booker (FA),2020,RB,,16.0,85.7,5.4,21.0,17.0,93.0,3.0,,,,20.0,
Doug Martin (FA),2016,RB,,8.0,85.5,10.7,16.0,14.0,144.0,3.0,,,,24.0,
Jonathan Grimes (FA),2015,RB,,14.0,85.5,6.1,31.0,26.0,56.0,2.0,,,,16.0,
Foster Moreau (NO),2021,TE,LV,15.0,85.3,5.7,44.0,30.0,nan,3.0,,,,8.0,
DeAndre Washington (FA),2016,RB,,14.0,85.2,6.1,23.0,17.0,87.0,2.0,,,,9.0,
Braelon Allen (NYJ),2024,RB,,17.0,85.2,5.0,27.0,19.0,92.0,3.0,,,,12.0,
Kerryon Johnson (FA),2019,RB,,8.0,85.0,10.6,15.0,10.0,113.0,4.0,,,,22.0,
Carlos Hyde (FA),2020,RB,,10.0,84.9,8.5,20.0,16.0,81.0,4.0,,,,12.0,
Deon Jackson (FA),2022,RB,,12.0,84.5,7.0,34.0,30.0,68.0,2.0,,,,2.0,
Jerick McKinnon (FA),2023,RB,,12.0,84.4,7.0,32.0,25.0,21.0,5.0,,,,8.0,
Jesse James (FA),2018,TE,PIT,16.0,84.3,5.3,39.0,30.0,nan,2.0,,,,6.0,
J.D. McKissic (FA),2019,RB,,16.0,83.8,5.2,42.0,34.0,38.0,1.0,,,,8.0,
Jordan Akins (FA),2020,TE,HOU,13.0,83.7,6.4,49.0,37.0,nan,1.0,,,,8.0,
Jerick McKinnon (FA),2015,RB,,16.0,83.4,5.2,29.0,21.0,52.0,3.0,,,,15.0,
Samaje Perine (CIN),2021,RB,,15.0,83.2,5.5,31.0,27.0,55.0,2.0,,,,8.0,
Mike Tolbert (FA),2015,RB,,16.0,83.0,5.2,23.0,18.0,62.0,4.0,,,,27.0,
Jacquizz Rodgers (FA),2018,RB,,16.0,83.0,5.2,45.0,38.0,33.0,1.0,,,,10.0,
Latavius Murray (FA),2023,RB,,15.0,82.9,5.5,22.0,17.0,79.0,4.0,,,,24.0,
Chase Edmonds (FA),2019,RB,,13.0,82.8,6.4,21.0,12.0,60.0,5.0,,,,13.0,
Jalen Richard (FA),2019,RB,,16.0,82.8,5.2,43.0,36.0,39.0,0.0,,,,5.0,
Spencer Ware (FA),2015,RB,,11.0,82.8,7.5,6.0,6.0,72.0,6.0,,,,16.0,
Marshawn Lynch (FA),2015,RB,,7.0,82.7,11.8,21.0,13.0,111.0,3.0,,,,27.0,
Dameon Pierce (HOU),2023,RB,,14.0,82.7,5.9,17.0,13.0,145.0,2.0,,,,24.0,
Josh Adams (FA),2018,RB,,16.0,81.9,5.1,13.0,7.0,120.0,3.0,,,,19.0,
Zack Moss (FA),2024,RB,,9.0,81.9,9.1,27.0,23.0,74.0,3.0,,,,19.0,
Kyle Juszczyk (SF),2020,RB,,16.0,81.6,5.1,29.0,19.0,17.0,6.0,,,,14.0,
Samaje Perine (CIN),2024,RB,,17.0,81.4,4.8,35.0,28.0,20.0,2.0,,,,6.0,
Ian Thomas (LV),2018,TE,CAR,16.0,81.3,5.1,49.0,36.0,nan,2.0,,,,7.0,
Carlos Hyde (FA),2015,RB,,7.0,81.3,11.6,15.0,11.0,115.0,3.0,,,,19.0,
J.K. Dobbins (DEN),2022,RB,,8.0,81.2,10.2,8.0,7.0,92.0,3.0,,,,18.0,
Joshua Kelley (FA),2020,RB,,14.0,81.2,5.8,23.0,23.0,111.0,2.0,,,,24.0,
Corey Clement (FA),2018,RB,,11.0,81.1,7.4,25.0,22.0,68.0,2.0,,,,19.0,
C.J. Spiller (FA),2015,RB,,13.0,81.1,6.2,44.0,34.0,36.0,2.0,,,,7.0,
Greg Olsen (FA),2018,TE,CAR,9.0,80.1,8.9,38.0,27.0,nan,4.0,,,,6.0,
Spencer Ware (FA),2018,RB,,13.0,79.0,6.1,23.0,20.0,51.0,2.0,,,,14.0,
Marshawn Lynch (FA),2018,RB,,6.0,79.0,13.2,20.0,15.0,90.0,3.0,,,,20.0,
Khalil Herbert (IND),2021,RB,,16.0,78.9,4.9,16.0,14.0,103.0,2.0,,,,14.0,
Marcel Reece (FA),2015,RB,,15.0,78.5,5.2,37.0,30.0,10.0,3.0,,,,7.0,
Chris Ivory (FA),2018,RB,,13.0,78.0,6.0,21.0,13.0,115.0,1.0,,,,10.0,
Shaun Draughn (FA),2015,RB,,11.0,77.9,7.1,35.0,27.0,78.0,1.0,,,,12.0,
Fred Jackson (FA),2015,RB,,16.0,77.7,4.9,41.0,32.0,26.0,2.0,,,,9.0,
Roschon Johnson (CHI),2024,RB,,13.0,77.4,6.0,20.0,16.0,55.0,6.0,,,,16.0,
Miles Sanders (DAL),2024,RB,,11.0,77.3,7.0,30.0,24.0,55.0,3.0,,,,11.0,
Dontrell Hilliard (FA),2022,RB,,12.0,77.2,6.4,26.0,21.0,22.0,4.0,,,,7.0,
Arian Foster (FA),2015,RB,,4.0,77.0,19.3,28.0,22.0,63.0,3.0,,,,13.0,
Paul Perkins (FA),2016,RB,,14.0,76.8,5.5,24.0,15.0,112.0,0.0,,,,9.0,
Rex Burkhead (FA),2016,RB,,16.0,75.9,4.7,20.0,17.0,74.0,2.0,,,,16.0,
Thomas Rawls (FA),2016,RB,,9.0,75.5,8.4,17.0,13.0,109.0,3.0,,,,28.0,
Matt Jones (FA),2016,RB,,7.0,75.3,10.8,8.0,8.0,99.0,3.0,,,,15.0,
Dare Ogunbowale (HOU),2019,RB,,16.0,75.3,4.7,46.0,35.0,11.0,2.0,,,,14.0,
Rashaad Penny (FA),2019,RB,,10.0,75.3,7.5,11.0,8.0,65.0,4.0,,,,10.0,
Sony Michel (FA),2020,RB,,9.0,75.3,8.4,9.0,7.0,79.0,2.0,,,,12.0,
Andre Ellington (FA),2015,RB,,10.0,74.7,7.5,24.0,15.0,45.0,3.0,,,,6.0,
Le'Veon Bell (FA),2020,RB,,11.0,74.6,6.8,20.0,16.0,82.0,2.0,,,,20.0,
Chase Edmonds (FA),2022,RB,,13.0,74.2,5.7,24.0,16.0,68.0,3.0,,,,10.0,
Joseph Randle (FA),2015,RB,,6.0,74.1,12.4,10.0,10.0,76.0,4.0,,,,8.0,
Zamir White (LV),2023,RB,,15.0,73.9,4.9,19.0,15.0,104.0,1.0,,,,18.0,
Kyle Juszczyk (SF),2021,RB,,15.0,73.8,4.9,38.0,30.0,8.0,2.0,,,,8.0,
Kyle Juszczyk (SF),2016,RB,,16.0,73.8,4.6,49.0,37.0,5.0,1.0,,,,8.0,
Jeremy McNichols (WAS),2021,RB,,13.0,73.6,5.7,38.0,28.0,41.0,1.0,,,,12.0,
Emari Demercado (ARI),2023,RB,,14.0,73.3,5.2,30.0,21.0,58.0,2.0,,,,4.0,
Jeremy Langford (FA),2016,RB,,12.0,73.2,6.1,27.0,19.0,62.0,4.0,,,,9.0,
Dontrell Hilliard (FA),2021,RB,,8.0,72.7,9.1,26.0,19.0,56.0,2.0,,,,9.0,
Chris Polk (FA),2015,RB,,15.0,72.3,4.8,28.0,16.0,99.0,2.0,,,,9.0,
Fozzy Whittaker (FA),2016,RB,,16.0,72.1,4.5,33.0,25.0,57.0,0.0,,,,7.0,
Kerryon Johnson (FA),2020,RB,,16.0,71.8,4.5,26.0,19.0,52.0,3.0,,,,11.0,
Rex Burkhead (FA),2022,RB,,15.0,71.4,4.8,51.0,37.0,26.0,1.0,,,,12.0,
Raheem Mostert (LV),2024,RB,,13.0,70.9,5.5,23.0,19.0,85.0,2.0,,,,18.0,
JaMycal Hasty (FA),2022,RB,,14.0,70.5,5.0,27.0,21.0,46.0,3.0,,,,9.0,
Rashaad Penny (FA),2018,RB,,14.0,70.4,5.0,12.0,9.0,85.0,2.0,,,,10.0,
Clyde Edwards-Helaire (NO),2023,RB,,15.0,70.1,4.7,22.0,17.0,70.0,2.0,,,,14.0,
Keaton Mitchell (BAL),2023,RB,,7.0,69.9,10.0,11.0,9.0,47.0,2.0,,,,5.0,
Salvon Ahmed (IND),2020,RB,,6.0,69.0,11.5,14.0,11.0,75.0,3.0,,,,23.0,
Alex Collins (FA),2021,RB,,11.0,68.8,6.3,10.0,9.0,108.0,2.0,,,,13.0,
Sean Tucker (TB),2024,RB,,17.0,68.7,4.0,12.0,9.0,50.0,3.0,,,,5.0,
Giovani Bernard (FA),2019,RB,,16.0,68.4,4.3,43.0,30.0,53.0,0.0,,,,16.0,
Alexander Mattison (MIA),2019,RB,,13.0,68.4,5.3,12.0,10.0,100.0,1.0,,,,28.0,
Patrick Laird (FA),2019,RB,,15.0,68.2,4.5,30.0,23.0,62.0,1.0,,,,17.0,
Alfred Morris (FA),2018,RB,,12.0,68.1,5.7,13.0,8.0,111.0,2.0,,,,26.0,
Charles Sims (FA),2016,RB,,7.0,67.9,9.7,32.0,24.0,51.0,2.0,,,,6.0,
Kyle Juszczyk (SF),2018,RB,,16.0,67.4,4.2,41.0,30.0,8.0,1.0,,,,9.0,
C.J. Anderson (FA),2018,RB,,11.0,67.4,6.1,9.0,5.0,67.0,3.0,,,,30.0,
Brian Hill (FA),2019,RB,,12.0,67.2,5.6,14.0,10.0,78.0,3.0,,,,13.0,
Dion Lewis (FA),2019,RB,,16.0,66.4,4.2,32.0,25.0,54.0,1.0,,,,8.0,
Phillip Lindsay (FA),2020,RB,,11.0,66.0,6.0,14.0,7.0,118.0,1.0,,,,8.0,
Samaje Perine (CIN),2020,RB,,16.0,65.7,4.1,12.0,11.0,63.0,3.0,,,,20.0,
Justin Jackson (FA),2020,RB,,9.0,65.3,7.3,24.0,19.0,59.0,0.0,,,,7.0,
Joshua Kelley (FA),2022,RB,,12.0,64.8,5.4,25.0,14.0,69.0,2.0,,,,15.0,
Zack Moss (FA),2022,RB,,13.0,64.5,5.0,13.0,11.0,93.0,1.0,,,,17.0,
Gus Edwards (FA),2024,RB,,11.0,64.1,5.8,5.0,3.0,101.0,4.0,,,,21.0,
Jeremy McNichols (WAS),2024,RB,,17.0,63.8,3.8,12.0,9.0,55.0,4.0,,,,17.0,
Nick Chubb (HOU),2024,RB,,8.0,63.3,7.9,11.0,5.0,102.0,4.0,,,,19.0,
Ty Johnson (BUF),2020,RB,,13.0,63.3,4.9,21.0,16.0,54.0,2.0,,,,11.0,
Kenneth Gainwell (PIT),2024,RB,,17.0,62.6,3.7,22.0,16.0,75.0,1.0,,,,28.0,
Jordan Howard (FA),2021,RB,,7.0,62.5,8.9,5.0,2.0,86.0,3.0,,,,25.0,
Alfred Blue (FA),2016,RB,,14.0,62.0,4.4,16.0,12.0,100.0,1.0,,,,18.0,
Travis Homer (CHI),2021,RB,,14.0,61.8,4.4,20.0,16.0,21.0,1.0,,,,6.0,
Joshua Kelley (FA),2023,RB,,17.0,61.7,3.6,12.0,8.0,107.0,2.0,,,,15.0,
Justin Forsett (FA),2016,RB,,9.0,61.6,6.8,27.0,20.0,87.0,1.0,,,,9.0,
Jordan Wilkins (FA),2020,RB,,15.0,61.3,4.1,16.0,12.0,84.0,1.0,,,,12.0,
C.J. Prosise (FA),2016,RB,,6.0,61.0,10.2,19.0,17.0,30.0,1.0,,,,10.0,
Ty Johnson (BUF),2019,RB,,16.0,60.2,3.8,31.0,24.0,63.0,0.0,,,,8.0,
Matt Breida (FA),2022,RB,,17.0,59.8,3.5,25.0,20.0,54.0,1.0,,,,12.0,
Gus Edwards (FA),2022,RB,,9.0,59.3,6.6,2.0,0.0,87.0,3.0,,,,17.0,
Malcolm Brown (FA),2019,RB,,14.0,59.1,4.2,6.0,2.0,69.0,5.0,,,,16.0,
Zonovan Knight (NYJ),2022,RB,,7.0,59.0,8.4,14.0,13.0,85.0,1.0,,,,12.0,
James Starks (FA),2016,RB,,9.0,58.9,6.5,25.0,19.0,63.0,2.0,,,,11.0,
Michael Carter (ARI),2023,RB,,15.0,58.8,3.9,31.0,24.0,30.0,1.0,,,,7.0,
Kyle Juszczyk (SF),2024,RB,,17.0,57.6,3.4,31.0,19.0,5.0,3.0,,,,5.0,
Ezekiel Elliott (FA),2024,RB,,15.0,57.5,3.8,15.0,12.0,74.0,3.0,,,,16.0,
Derrius Guice (FA),2019,RB,,5.0,57.4,11.5,9.0,7.0,42.0,3.0,,,,8.0,
Jamize Olawale (FA),2016,RB,,16.0,57.4,3.6,14.0,12.0,17.0,3.0,,,,8.0,
Isiah Pacheco (KC),2024,RB,,7.0,56.9,8.1,16.0,12.0,83.0,1.0,,,,15.0,
John Kuhn (FA),2016,RB,,16.0,56.7,3.5,20.0,16.0,18.0,5.0,,,,13.0,
Dare Ogunbowale (HOU),2024,RB,,17.0,56.0,3.3,28.0,19.0,30.0,1.0,,,,11.0,
J.D. McKissic (FA),2022,RB,,9.0,55.8,6.2,40.0,27.0,22.0,0.0,,,,7.0,
Emari Demercado (ARI),2024,RB,,13.0,54.7,4.2,20.0,16.0,24.0,1.0,,,,4.0,
Ameer Abdullah (SF),2022,RB,,16.0,54.1,3.4,32.0,25.0,4.0,1.0,,,,8.0,
Jordan Wilkins (FA),2019,RB,,14.0,54.0,3.9,11.0,7.0,51.0,2.0,,,,12.0,
Trey Sermon (PIT),2024,RB,,15.0,53.8,3.6,19.0,16.0,56.0,2.0,,,,17.0,
Kyle Juszczyk (SF),2022,RB,,13.0,53.6,4.1,23.0,19.0,7.0,2.0,,,,8.0,
Chase Brown (CIN),2023,RB,,12.0,53.5,4.5,15.0,14.0,44.0,1.0,,,,8.0,
Audric Estime (DEN),2024,RB,,13.0,48.7,3.7,5.0,5.0,76.0,2.0,,,,11.0,
Christian McCaffrey (SF),2024,RB,,4.0,47.8,12.0,19.0,15.0,50.0,0.0,,,,11.0,
Elijah Mitchell (KC),2023,RB,,11.0,47.5,4.3,8.0,6.0,75.0,2.0,,,,19.0,
Trey Benson (ARI),2024,RB,,13.0,47.0,3.6,6.0,6.0,63.0,1.0,,,,3.0,
Matt Breida (FA),2023,RB,,15.0,46.9,3.1,21.0,17.0,55.0,1.0,,,,8.0,
Cam Akers (NO),2023,RB,,7.0,46.7,6.7,12.0,11.0,60.0,2.0,,,,9.0,
Royce Freeman (FA),2023,RB,,11.0,46.2,4.2,2.0,1.0,77.0,2.0,,,,15.0,
Jordan Mason (MIN),2023,RB,,16.0,44.7,2.8,4.0,3.0,40.0,3.0,,,,5.0,
Kendre Miller (NO),2023,RB,,8.0,43.3,5.4,11.0,10.0,41.0,1.0,,,,3.0,
